PassengerId,Sex,Age,Title,Pclass,SibSp,Parch,FamSize,Fare,Embarked,Deck,Survived
593,male,47,Mr,3,0,0,0,7.25,S,Unknown,0
594,female,12,Miss,3,0,2,2,7.75,Q,Unknown,0
595,male,37,Mr,2,1,0,1,26.0,S,Unknown,0
596,male,36,Mr,3,1,1,2,24.15,S,Unknown,0
597,female,28,Miss,2,0,0,0,33.0,S,Unknown,1
598,male,49,Mr,3,0,0,0,0.0,S,Unknown,0
599,male,33,Mr,3,0,0,0,7.225,C,Unknown,0
600,male,49,Mr,1,1,0,1,56.9292,C,A,1
601,female,24,Mrs,2,2,1,3,27.0,S,Unknown,1
602,male,33,Mr,3,0,0,0,7.8958,S,Unknown,0
603,male,33,Mr,1,0,0,0,42.4,S,Unknown,0
604,male,44,Mr,3,0,0,0,8.05,S,Unknown,0
605,male,35,Mr,1,0,0,0,26.55,C,Unknown,1
606,male,36,Mr,3,1,0,1,15.55,S,Unknown,0
607,male,30,Mr,3,0,0,0,7.8958,S,Unknown,0
608,male,27,Mr,1,0,0,0,30.5,S,Unknown,1
609,female,22,Mrs,2,1,2,3,41.5792,C,Unknown,1
610,female,40,Miss,1,0,0,0,153.4625,S,C,1
611,female,39,Mrs,3,1,5,6,31.275,S,Unknown,0
612,male,33,Mr,3,0,0,0,7.05,S,Unknown,0
613,female,28,Miss,3,1,0,1,15.5,Q,Unknown,1
614,male,33,Mr,3,0,0,0,7.75,Q,Unknown,0
615,male,35,Mr,3,0,0,0,8.05,S,Unknown,0
616,female,24,Miss,2,1,2,3,65.0,S,Unknown,1
617,male,34,Mr,3,1,1,2,14.4,S,Unknown,0
618,female,26,Mrs,3,1,0,1,16.1,S,Unknown,0
619,female,4,Miss,2,2,1,3,39.0,S,F,1
620,male,26,Mr,2,0,0,0,10.5,S,Unknown,0
621,male,27,Mr,3,1,0,1,14.4542,C,Unknown,0
622,male,42,Mr,1,1,0,1,52.5542,S,D,1
623,male,20,Mr,3,1,1,2,15.7417,C,Unknown,1
624,male,21,Mr,3,0,0,0,7.8542,S,Unknown,0
625,male,21,Mr,3,0,0,0,16.1,S,Unknown,0
626,male,61,Mr,1,0,0,0,32.3208,S,D,0
627,male,57,Mr,2,0,0,0,12.35,Q,Unknown,0
628,female,21,Miss,1,0,0,0,77.9583,S,D,1
629,male,26,Mr,3,0,0,0,7.8958,S,Unknown,0
630,male,33,Mr,3,0,0,0,7.7333,Q,Unknown,0
631,male,80,Mr,1,0,0,0,30.0,S,A,1
632,male,51,Mr,3,0,0,0,7.0542,S,Unknown,0
633,male,32,Mrs,1,0,0,0,30.5,C,B,1
634,male,33,Mr,1,0,0,0,0.0,S,Unknown,0
635,female,9,Miss,3,3,2,5,27.9,S,Unknown,0
636,female,28,Miss,2,0,0,0,13.0,S,Unknown,1
637,male,32,Mr,3,0,0,0,7.925,S,Unknown,0
638,male,31,Mr,2,1,1,2,26.25,S,Unknown,0
639,female,41,Mrs,3,0,5,5,39.6875,S,Unknown,0
640,male,33,Mr,3,1,0,1,16.1,S,Unknown,0
641,male,20,Mr,3,0,0,0,7.8542,S,Unknown,0
642,female,24,Miss,1,0,0,0,69.3,C,B,1
643,female,2,Miss,3,3,2,5,27.9,S,Unknown,0
644,male,33,Mr,3,0,0,0,56.4958,S,Unknown,1
645,female,0,Miss,3,2,1,3,19.2583,C,Unknown,1
646,male,48,Mr,1,1,0,1,76.7292,C,D,1
647,male,19,Mr,3,0,0,0,7.8958,S,Unknown,0
648,male,56,Mr,1,0,0,0,35.5,C,A,1
649,male,33,Mr,3,0,0,0,7.55,S,Unknown,0
650,female,23,Miss,3,0,0,0,7.55,S,Unknown,1
651,male,33,Mr,3,0,0,0,7.8958,S,Unknown,0
652,female,18,Miss,2,0,1,1,23.0,S,Unknown,1
653,male,21,Mr,3,0,0,0,8.4333,S,Unknown,0
654,female,28,Miss,3,0,0,0,7.8292,Q,Unknown,1
655,female,18,Miss,3,0,0,0,6.75,Q,Unknown,0
656,male,24,Mr,2,2,0,2,73.5,S,Unknown,0
657,male,33,Mr,3,0,0,0,7.8958,S,Unknown,0
658,female,32,Mrs,3,1,1,2,15.5,Q,Unknown,0
659,male,23,Mr,2,0,0,0,13.0,S,Unknown,0
660,male,58,Mr,1,0,2,2,113.275,C,D,0
661,male,50,Mrs,1,2,0,2,133.65,S,Unknown,1
662,male,40,Mr,3,0,0,0,7.225,C,Unknown,0
663,male,47,Mr,1,0,0,0,25.5875,S,E,0
664,male,36,Mr,3,0,0,0,7.4958,S,Unknown,0
665,male,20,Mr,3,1,0,1,7.925,S,Unknown,1
666,male,32,Mr,2,2,0,2,73.5,S,Unknown,0
667,male,25,Mr,2,0,0,0,13.0,S,Unknown,0
668,male,33,Mr,3,0,0,0,7.775,S,Unknown,0
669,male,43,Mr,3,0,0,0,8.05,S,Unknown,0
670,female,36,Mrs,1,1,0,1,52.0,S,C,1
671,female,40,Mrs,2,1,1,2,39.0,S,Unknown,1
672,male,31,Mr,1,1,0,1,52.0,S,B,0
673,male,70,Mr,2,0,0,0,10.5,S,Unknown,0
674,male,31,Mr,2,0,0,0,13.0,S,Unknown,1
675,male,33,Mr,2,0,0,0,0.0,S,Unknown,0
676,male,18,Mr,3,0,0,0,7.775,S,Unknown,0
677,male,24,Mr,3,0,0,0,8.05,S,Unknown,0
678,female,18,Miss,3,0,0,0,9.8417,S,Unknown,1
679,female,43,Mrs,3,1,6,7,46.9,S,Unknown,0
680,male,36,Mr,1,0,1,1,512.3292,C,B,1
681,female,28,Miss,3,0,0,0,8.1375,Q,Unknown,0
682,male,27,Mr,1,0,0,0,76.7292,C,D,1
683,male,20,Mr,3,0,0,0,9.225,S,Unknown,0
684,male,14,Mr,3,5,2,7,46.9,S,Unknown,0
685,male,60,Mr,2,1,1,2,39.0,S,Unknown,0
686,male,25,Mr,2,1,2,3,41.5792,C,Unknown,0
687,male,14,Mr,3,4,1,5,39.6875,S,Unknown,0
688,male,19,Mr,3,0,0,0,10.1708,S,Unknown,0
689,male,18,Mr,3,0,0,0,7.7958,S,Unknown,0
690,female,15,Miss,1,0,1,1,211.3375,S,B,1
691,male,31,Mr,1,1,0,1,57.0,S,B,1
692,female,4,Miss,3,0,1,1,13.4167,C,Unknown,1
693,male,33,Mr,3,0,0,0,56.4958,S,Unknown,1
694,male,25,Mr,3,0,0,0,7.225,C,Unknown,0
695,male,60,Mr,1,0,0,0,26.55,S,Unknown,0
696,male,52,Mr,2,0,0,0,13.5,S,Unknown,0
697,male,44,Mr,3,0,0,0,8.05,S,Unknown,0
698,female,28,Miss,3,0,0,0,7.7333,Q,Unknown,1
699,male,49,Mr,1,1,1,2,110.8833,C,C,0
700,male,42,Mr,3,0,0,0,7.65,S,F,0
701,female,18,Mrs,1,1,0,1,227.525,C,C,1
702,male,35,Mr,1,0,0,0,26.2875,S,E,1
703,female,18,Miss,3,0,1,1,14.4542,C,Unknown,0
704,male,25,Mr,3,0,0,0,7.7417,Q,Unknown,0
705,male,26,Mr,3,1,0,1,7.8542,S,Unknown,0
706,male,39,Mr,2,0,0,0,26.0,S,Unknown,0
707,female,45,Mrs,2,0,0,0,13.5,S,Unknown,1
708,male,42,Mr,1,0,0,0,26.2875,S,E,1
709,female,22,Miss,1,0,0,0,151.55,S,Unknown,1
710,male,5,Master,3,1,1,2,15.2458,C,Unknown,1
711,female,24,Miss,1,0,0,0,49.5042,C,C,1
712,male,33,Mr,1,0,0,0,26.55,S,C,0
713,male,48,Mr,1,1,0,1,52.0,S,C,1
714,male,29,Mr,3,0,0,0,9.4833,S,Unknown,0
715,male,52,Mr,2,0,0,0,13.0,S,Unknown,0
716,male,19,Mr,3,0,0,0,7.65,S,F,0
717,female,38,Miss,1,0,0,0,227.525,C,C,1
718,female,27,Miss,2,0,0,0,10.5,S,E,1
719,male,33,Mr,3,0,0,0,15.5,Q,Unknown,0
720,male,33,Mr,3,0,0,0,7.775,S,Unknown,0
721,female,6,Miss,2,0,1,1,33.0,S,Unknown,1
722,male,17,Mr,3,1,0,1,7.0542,S,Unknown,0
723,male,34,Mr,2,0,0,0,13.0,S,Unknown,0
724,male,50,Mr,2,0,0,0,13.0,S,Unknown,0
725,male,27,Mr,1,1,0,1,53.1,S,E,1
726,male,20,Mr,3,0,0,0,8.6625,S,Unknown,0
727,female,30,Mrs,2,3,0,3,21.0,S,Unknown,1
728,female,28,Miss,3,0,0,0,7.7375,Q,Unknown,1
729,male,25,Mr,2,1,0,1,26.0,S,Unknown,0
730,female,25,Miss,3,1,0,1,7.925,S,Unknown,0
731,female,29,Miss,1,0,0,0,211.3375,S,B,1
732,male,11,Mr,3,0,0,0,18.7875,C,Unknown,0
733,male,33,Mr,2,0,0,0,0.0,S,Unknown,0
734,male,23,Mr,2,0,0,0,13.0,S,Unknown,0
735,male,23,Mr,2,0,0,0,13.0,S,Unknown,0
736,male,28,Mr,3,0,0,0,16.1,S,Unknown,0
737,female,48,Mrs,3,1,3,4,34.375,S,Unknown,0
738,male,35,Mr,1,0,0,0,512.3292,C,B,1
739,male,33,Mr,3,0,0,0,7.8958,S,Unknown,0
740,male,33,Mr,3,0,0,0,7.8958,S,Unknown,0
741,male,33,Mr,1,0,0,0,30.0,S,D,1
742,male,36,Mr,1,1,0,1,78.85,S,C,0
743,female,21,Miss,1,2,2,4,262.375,C,B,1
744,male,24,Mr,3,1,0,1,16.1,S,Unknown,0
745,male,31,Mr,3,0,0,0,7.925,S,Unknown,1
746,male,70,Mr,1,1,1,2,71.0,S,B,0
747,male,16,Mr,3,1,1,2,20.25,S,Unknown,0
748,female,30,Miss,2,0,0,0,13.0,S,Unknown,1
749,male,19,Mr,1,1,0,1,53.1,S,D,0
750,male,31,Mr,3,0,0,0,7.75,Q,Unknown,0
751,female,4,Miss,2,1,1,2,23.0,S,Unknown,1
752,male,6,Master,3,0,1,1,12.475,S,E,1
753,male,33,Mr,3,0,0,0,9.5,S,Unknown,0
754,male,23,Mr,3,0,0,0,7.8958,S,Unknown,0
755,female,48,Mrs,2,1,2,3,65.0,S,Unknown,1
756,male,0,Master,2,1,1,2,14.5,S,Unknown,1
757,male,28,Mr,3,0,0,0,7.7958,S,Unknown,0
758,male,18,Mr,2,0,0,0,11.5,S,Unknown,0
759,male,34,Mr,3,0,0,0,8.05,S,Unknown,0
760,female,33,Mrs,1,0,0,0,86.5,S,B,1
761,male,33,Mr,3,0,0,0,14.5,S,Unknown,0
762,male,41,Mr,3,0,0,0,7.125,S,Unknown,0
763,male,20,Mr,3,0,0,0,7.2292,C,Unknown,1
764,female,36,Mrs,1,1,2,3,120.0,S,B,1
765,male,16,Mr,3,0,0,0,7.775,S,Unknown,0
766,female,51,Mrs,1,1,0,1,77.9583,S,D,1
767,male,36,Mrs,1,0,0,0,39.6,C,Unknown,0
768,female,30,Miss,3,0,0,0,7.75,Q,Unknown,0
769,male,33,Mr,3,1,0,1,24.15,Q,Unknown,0
770,male,32,Mr,3,0,0,0,8.3625,S,Unknown,0
771,male,24,Mr,3,0,0,0,9.5,S,Unknown,0
772,male,48,Mr,3,0,0,0,7.8542,S,Unknown,0
773,female,57,Mrs,2,0,0,0,10.5,S,E,0
774,male,33,Mr,3,0,0,0,7.225,C,Unknown,0
775,female,54,Mrs,2,1,3,4,23.0,S,Unknown,1
776,male,18,Mr,3,0,0,0,7.75,S,Unknown,0
777,male,33,Mr,3,0,0,0,7.75,Q,F,0
778,female,5,Miss,3,0,0,0,12.475,S,Unknown,1
779,male,33,Mr,3,0,0,0,7.7375,Q,Unknown,0
780,female,43,Mrs,1,0,1,1,211.3375,S,B,1
781,female,13,Miss,3,0,0,0,7.2292,C,Unknown,1
782,female,17,Mrs,1,1,0,1,57.0,S,B,1
783,male,29,Mr,1,0,0,0,30.0,S,D,0
784,male,33,Mr,3,1,2,3,23.45,S,Unknown,0
785,male,25,Mr,3,0,0,0,7.05,S,Unknown,0
786,male,25,Mr,3,0,0,0,7.25,S,Unknown,0
787,female,18,Miss,3,0,0,0,7.4958,S,Unknown,1
788,male,8,Master,3,4,1,5,29.125,Q,Unknown,0
789,male,1,Master,3,1,2,3,20.575,S,Unknown,1
790,male,46,Mr,1,0,0,0,79.2,C,B,0
791,male,33,Mr,3,0,0,0,7.75,Q,Unknown,0
792,male,16,Mr,2,0,0,0,26.0,S,Unknown,0
793,female,12,Miss,3,8,2,10,69.55,S,Unknown,0
794,male,33,Mr,1,0,0,0,30.6958,C,Unknown,0
795,male,25,Mr,3,0,0,0,7.8958,S,Unknown,0
796,male,39,Mr,2,0,0,0,13.0,S,Unknown,0
797,female,49,Mrs,1,0,0,0,25.9292,S,D,1
798,female,31,Mrs,3,0,0,0,8.6833,S,Unknown,1
799,male,30,Mr,3,0,0,0,7.2292,C,Unknown,0
800,female,30,Mrs,3,1,1,2,24.15,S,Unknown,0
801,male,34,Mr,2,0,0,0,13.0,S,Unknown,0
802,female,31,Mrs,2,1,1,2,26.25,S,Unknown,1
803,male,11,Master,1,1,2,3,120.0,S,B,1
804,male,0,Master,3,0,1,1,8.5167,C,Unknown,1
805,male,27,Mr,3,0,0,0,6.975,S,Unknown,1
806,male,31,Mr,3,0,0,0,7.775,S,Unknown,0
807,male,39,Mr,1,0,0,0,0.0,S,A,0
808,female,18,Miss,3,0,0,0,7.775,S,Unknown,0
809,male,39,Mr,2,0,0,0,13.0,S,Unknown,0
810,female,33,Mrs,1,1,0,1,53.1,S,E,1
811,male,26,Mr,3,0,0,0,7.8875,S,Unknown,0
812,male,39,Mr,3,0,0,0,24.15,S,Unknown,0
813,male,35,Mr,2,0,0,0,10.5,S,Unknown,0
814,female,6,Miss,3,4,2,6,31.275,S,Unknown,0
815,male,30,Mr,3,0,0,0,8.05,S,Unknown,0
816,male,33,Mr,1,0,0,0,0.0,S,B,0
817,female,23,Miss,3,0,0,0,7.925,S,Unknown,0
818,male,31,Mr,2,1,1,2,37.0042,C,Unknown,0
819,male,43,Mr,3,0,0,0,6.45,S,Unknown,0
820,male,10,Master,3,3,2,5,27.9,S,Unknown,0
821,female,52,Mrs,1,1,1,2,93.5,S,B,1
822,male,27,Mr,3,0,0,0,8.6625,S,Unknown,1
823,male,38,Mr,1,0,0,0,0.0,S,Unknown,0
824,female,27,Mrs,3,0,1,1,12.475,S,E,1
825,male,2,Master,3,4,1,5,39.6875,S,Unknown,0
826,male,33,Mr,3,0,0,0,6.95,Q,Unknown,0
827,male,33,Mr,3,0,0,0,56.4958,S,Unknown,0
828,male,1,Master,2,0,2,2,37.0042,C,Unknown,1
829,male,33,Mr,3,0,0,0,7.75,Q,Unknown,1
830,female,62,Mrs,1,0,0,0,80.0,S,B,1
831,female,15,Mrs,3,1,0,1,14.4542,C,Unknown,1
832,male,0,Master,2,1,1,2,18.75,S,Unknown,1
833,male,33,Mr,3,0,0,0,7.2292,C,Unknown,0
834,male,23,Mr,3,0,0,0,7.8542,S,Unknown,0
835,male,18,Mr,3,0,0,0,8.3,S,Unknown,0
836,female,39,Miss,1,1,1,2,83.1583,C,E,1
837,male,21,Mr,3,0,0,0,8.6625,S,Unknown,0
838,male,33,Mr,3,0,0,0,8.05,S,Unknown,0
839,male,32,Mr,3,0,0,0,56.4958,S,Unknown,1
840,male,33,Mr,1,0,0,0,29.7,C,C,1
841,male,20,Mr,3,0,0,0,7.925,S,Unknown,0
842,male,16,Mr,2,0,0,0,10.5,S,Unknown,0
843,female,30,Miss,1,0,0,0,31.0,C,Unknown,1
844,male,34,Mr,3,0,0,0,6.4375,C,Unknown,0
845,male,17,Mr,3,0,0,0,8.6625,S,Unknown,0
846,male,42,Mr,3,0,0,0,7.55,S,Unknown,0
847,male,33,Mr,3,8,2,10,69.55,S,Unknown,0
848,male,35,Mr,3,0,0,0,7.8958,C,Unknown,0
849,male,28,Mr,2,0,1,1,33.0,S,Unknown,0
850,female,36,Mrs,1,1,0,1,89.1042,C,C,1
851,male,4,Master,3,4,2,6,31.275,S,Unknown,0
852,male,74,Mr,3,0,0,0,7.775,S,Unknown,0
853,female,9,Miss,3,1,1,2,15.2458,C,Unknown,0
854,female,16,Miss,1,0,1,1,39.4,S,D,1
855,female,44,Mrs,2,1,0,1,26.0,S,Unknown,0
856,female,18,Mrs,3,0,1,1,9.35,S,Unknown,1
857,female,45,Mrs,1,1,1,2,164.8667,S,Unknown,1
858,male,51,Mr,1,0,0,0,26.55,S,E,1
859,female,24,Mrs,3,0,3,3,19.2583,C,Unknown,1
860,male,33,Mr,3,0,0,0,7.2292,C,Unknown,0
861,male,41,Mr,3,2,0,2,14.1083,S,Unknown,0
862,male,21,Mr,2,1,0,1,11.5,S,Unknown,0
863,female,48,Mrs,1,0,0,0,25.9292,S,D,1
864,female,12,Miss,3,8,2,10,69.55,S,Unknown,0
865,male,24,Mr,2,0,0,0,13.0,S,Unknown,0
866,female,42,Mrs,2,0,0,0,13.0,S,Unknown,1
867,female,27,Miss,2,1,0,1,13.8583,C,Unknown,1
868,male,31,Mr,1,0,0,0,50.4958,S,A,0
869,male,33,Mr,3,0,0,0,9.5,S,Unknown,0
870,male,4,Master,3,1,1,2,11.1333,S,Unknown,1
871,male,26,Mr,3,0,0,0,7.8958,S,Unknown,0
872,female,47,Mrs,1,1,1,2,52.5542,S,D,1
873,male,33,Mr,1,0,0,0,5.0,S,B,0
874,male,47,Mr,3,0,0,0,9.0,S,Unknown,0
875,female,28,Mrs,2,1,0,1,24.0,C,Unknown,1
876,female,15,Miss,3,0,0,0,7.225,C,Unknown,1
877,male,20,Mr,3,0,0,0,9.8458,S,Unknown,0
878,male,19,Mr,3,0,0,0,7.8958,S,Unknown,0
879,male,33,Mr,3,0,0,0,7.8958,S,Unknown,0
880,female,56,Mrs,1,0,1,1,83.1583,C,C,1
881,female,25,Mrs,2,0,1,1,26.0,S,Unknown,1
882,male,33,Mr,3,0,0,0,7.8958,S,Unknown,0
883,female,22,Miss,3,0,0,0,10.5167,S,Unknown,0
884,male,28,Mr,2,0,0,0,10.5,S,Unknown,0
885,male,25,Mr,3,0,0,0,7.05,S,Unknown,0
886,female,39,Mrs,3,0,5,5,29.125,Q,Unknown,0
887,male,27,Mr,2,0,0,0,13.0,S,Unknown,0
888,female,19,Miss,1,0,0,0,30.0,S,B,1
889,female,12,Miss,3,1,2,3,23.45,S,Unknown,0
890,male,26,Mr,1,0,0,0,30.0,C,C,1
891,male,32,Mr,3,0,0,0,7.75,Q,Unknown,0
